TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE
Condo for sale,499900,2,2,960,40.574187,-74.096019
Condo for sale,540000,3,1,509,40.747849,-73.97759
Co-op for sale,299000,1,1,800,40.736516,-73.868796
Multi-family home for sale,850000,6,3,2230,40.876098,-73.902119
Multi-family home for sale,899000,4,3,1892,40.634461,-73.904233
Multi-family home for sale,1299000,10,6,4500,40.637814,-74.026618
Condo for sale,579000,2,2,750,40.75467,-73.821996
House for sale,585000,3,2,1008,40.63023,-74.142966
House for sale,1250000,3,2,2072,40.632138,-74.080612
Townhouse for sale,1979000,5,2,3150,40.690842,-73.91171
House for sale,599000,3,2,780,40.588054,-74.085878
House for sale,779000,4,2,2188,40.644505,-74.081897
Condo for sale,1995000,2,3,1838,40.720539,-73.979335
Co-op for sale,564900,1,1,769,40.697478,-73.988335
Multi-family home for sale,1399000,4,3,2283,40.75802,-73.914022
House for sale,1250000,4,2,3160,40.585661,-74.105942
Multi-family home for sale,685000,4,2,2000,40.819451,-73.900179
Co-op for sale,279999,2,1,666,40.58444,-73.931612
Condo for sale,520000,2,1,741,40.853674,-73.934728
House for sale,599900,3,2,1248,40.592226,-74.150832
Multi-family home for sale,885000,6,5,2680,40.823678,-73.870522
Co-op for sale,258000,1,1,650,40.575999,-73.960785
Condo for sale,700000,2,2,1124,40.794226,-73.795068
Condo for sale,500000,1,1,720,40.798388,-73.937888
House for sale,695000,3,2,1926,40.671364,-73.867348
Co-op for sale,375000,1,1,1185,40.638118,-74.073964
Co-op for sale,389888,1,1,730,40.747956,-73.892949
Co-op for sale,285000,1,1,900,40.581106,-73.966749
Condo for sale,674999,3,1,1299,40.640366,-74.073757
House for sale,759000,3,2,1260,40.618435,-73.911342
Condo for sale,995000,2,2,1030,40.665551,-73.992217
Co-op for sale,239000,1,1,800,40.880985,-73.910233
House for sale,1100000,5,3,2192,40.650022,-73.844778
House for sale,868000,3,2,1484,40.58024,-74.101812
House for sale,1100000,4,2,1800,40.510337,-74.242487
House for sale,749000,3,2,1800,40.610565,-74.123799
Multi-family home for sale,775000,5,2,1600,40.816662,-73.813945
Co-op for sale,2395000,2,2,1650,40.758808,-73.964706
Multi-family home for sale,2300000,8,6,4000,40.608367,-74.011215
Condo for sale,700000,1,2,900,40.821158,-73.944548
Multi-family home for sale,775000,5,2,1600,40.816662,-73.813945
House for sale,749000,3,2,1800,40.610565,-74.123799
Condo for sale,450000,3,1,494,40.646643,-74.011966
House for sale,1100000,4,2,1800,40.510337,-74.242487
Condo for sale,3890000,3,4,2446,40.75185,-73.972517
House for sale,1099000,3,2,1092,40.603874,-74.073912
Co-op for sale,779000,1,1,800,40.792004,-73.976782
Multi-family home for sale,1880000,5,2,1850,40.618455,-73.994924
House for sale,509000,3,1,1100,40.818143,-73.810545
Condo for sale,499000,1,1,845,40.611469,-73.954103
Multi-family home for sale,1499000,8,3,3300,40.899862,-73.852221
House for sale,1295000,8,3,3050,40.578698,-73.955157
Co-op for sale,7500000,3,2,6000,40.722715,-73.999368
Condo for sale,395000,1,1,519,40.726762,-73.829461
Multi-family home for sale,760000,4,2,1490,40.610016,-74.075473
House for sale,988000,4,3,1552,40.726478,-73.809351
Condo for sale,528000,2,1,753,40.726762,-73.829461
Condo for sale,420000,2,1,840,40.594561,-74.159664
Condo for sale,1750000,3,2,1494,40.784779,-73.977853
Co-op for sale,268000,1,1,850,40.774198,-73.825668
Condo for sale,4295000,3,2,2615,40.768805,-73.986251
Multi-family home for sale,1900000,3,2,3500,40.846252,-73.867152
House for sale,729999,3,2,1056,40.676243,-73.794518
House for sale,848000,3,3,1080,40.618024,-73.997109
Co-op for sale,213000,3,1,430,40.633991,-73.968907
Multi-family home for sale,795000,3,2,1725,40.678165,-73.918508
Co-op for sale,649000,2,2,1500,40.756834,-73.715194
Co-op for sale,439000,2,1,900,40.787747,-73.781071
Condo for sale,2375000,2,2,986,40.747879,-73.944476
House for sale,1650000,3,4,2272,40.579954,-73.938347
Co-op for sale,1150000,1,1,984,40.694622,-73.996995
Multi-family home for sale,989000,8,5,3252,40.885044,-73.8563
Co-op for sale,318888,1,1,875,40.736926,-73.857761
Co-op for sale,799000,2,2,1549,40.756834,-73.715194
Co-op for sale,489000,2,1,950,40.620502,-74.039697
Co-op for sale,398000,2,1,900,40.633768,-74.030547
House for sale,1190000,3,2,1088,40.578775,-73.940196
Condo for sale,899999,3,3,1750,40.765481,-73.817873
Condo for sale,899999,3,3,1750,40.765481,-73.817873
Condo for sale,1325000,3,2,1597,40.616343,-74.037789
Townhouse for sale,595000,1,2,846,40.674963,-73.940184
Condo for sale,330000,1,1,726,40.629934,-74.099924
Condo for sale,2998000,3,3,1763,40.746576,-73.956974
Co-op for sale,345000,2,1,1000,40.881927,-73.917282
Condo for sale,999000,2,2,1187,40.756,-73.8293
Co-op for sale,135000,2,1,750,40.822427,-73.89004
Condo for sale,261250,2,1,857,40.824597,-73.88984
Condo for sale,728000,3,2,1450,40.743679,-73.89832
Multi-family home for sale,3200000,3,2,3735,40.80935,-73.939863
Condo for sale,1950000,3,3,1300,40.777063,-73.9523
Co-op for sale,600000,2,2,900,40.853591,-73.93596
Multi-family home for sale,3200000,3,2,3735,40.80935,-73.939863
Condo for sale,569000,1,1,739,40.604365,-73.975749
House for sale,2488000,4,2,3850,40.576234,-73.951114
Multi-family home for sale,1138000,5,3,1026,40.624032,-73.995412
Multi-family home for sale,1359000,11,6,2240,40.694192,-73.913053
Multi-family home for sale,3720000,8,8,5500,40.715896,-73.989796
Co-op for sale,300000,3,1,600,40.63727,-73.971295
House for sale,599000,3,2,1120,40.586375,-74.14706
Co-op for sale,825000,1,2,1100,40.776667,-73.943927
Condo for sale,4750000,4,4,4100,40.737517,-73.997963
Townhouse for sale,868000,2,2,1152,40.72592,-73.88143
Condo for sale,3995000,3,3,1637,40.743561,-74.006334
House for sale,1500000,3,2,1240,40.604561,-74.011456
Multi-family home for sale,749900,5,2,1400,40.675466,-73.878074
Multi-family home for sale,799000,6,4,2310,40.897885,-73.85622
Co-op for sale,959000,3,4,1993,40.756476,-73.721201
Multi-family home for sale,888000,5,3,2980,40.648428,-73.916678
House for sale,725000,2,2,988,40.582176,-74.107869
Condo for sale,744000,2,1,890,40.759263,-73.925741
Condo for sale,4595000,4,4,3052,40.724188,-73.980457
Co-op for sale,189000,2,1,800,40.852236,-73.865501
Multi-family home for sale,3250000,6,4,3059,40.687739,-73.961893
Multi-family home for sale,769000,7,2,2100,40.621962,-74.083285
House for sale,648998,3,2,1296,40.861167,-73.846719
House for sale,1699900,7,5,2418,40.689888,-73.908527
Co-op for sale,395250,1,1,650,40.76425,-73.92761
House for sale,539000,3,2,972,40.610442,-74.062852
Condo for sale,1450000,3,3,1855,40.757311,-73.834187
Condo for sale,6500000,2,2,1639,40.760189,-73.984363
Co-op for sale,297000,1,1,800,40.73228,-73.85181
Co-op for sale,244900,1,1,518,40.751118,-73.71601
House for sale,2480000,4,4,5150,40.79321,-73.816198
Condo for sale,780000,2,2,825,40.62886,-73.970491
Co-op for sale,750000,2,2,1193,40.882562,-73.921274
Condo for sale,2249000,2,3,2321,40.748678,-73.981928
Co-op for sale,270000,2,1,700,40.77519,-73.909002
Condo for sale,628000,3,2,900,40.737693,-73.880355
Townhouse for sale,588000,2,2,2000,40.590456,-74.152106
Condo for sale,285000,2,1,835,40.839619,-73.858755
Condo for sale,595000,3,1,915,40.694408,-73.95959
Condo for sale,899000,2,2,1697,40.640366,-74.073757
Townhouse for sale,2995000,5,2,4900,40.817807,-73.944099
Co-op for sale,185000,1,1,850,40.878992,-73.902091
Multi-family home for sale,2798000,5,3,3400,40.657854,-73.975525
Co-op for sale,359000,2,1,950,40.77333,-73.827467
House for sale,988000,3,1,1296,40.754009,-73.81892
Multi-family home for sale,965000,5,3,3520,40.824702,-73.876607
Multi-family home for sale,1389000,5,2,2412,40.615743,-73.934536
Condo for sale,525000,3,2,1185,40.807969,-73.854213
Multi-family home for sale,2599000,11,6,5088,40.770938,-73.897379
Co-op for sale,250000,1,1,800,40.61807,-73.969974
Co-op for sale,2250000,3,2,2000,40.665708,-73.976288
Co-op for sale,350000,3,2,1100,40.629704,-73.925595
House for sale,1649000,4,3,1452,40.703966,-73.921068
Condo for sale,2200000,2,2,1308,40.774027,-73.963294
Townhouse for sale,7850000,5,4,6060,40.736675,-73.986056
Multi-family home for sale,4999000,8,5,4120,40.764924,-73.990791
House for sale,1578000,5,3,2152,40.73468,-73.790509
House for sale,850000,3,2,1090,40.595295,-74.103969
Condo for sale,1949000,2,2,1288,40.723487,-73.976864
Multi-family home for sale,1599999,5,4,3773,40.546125,-74.182666
House for sale,640000,3,2,1110,40.542861,-74.154978
Co-op for sale,329000,1,1,764,40.614166,-74.035383
Multi-family home for sale,750000,4,2,2340,40.895949,-73.85177
House for sale,1450000,4,4,1746,40.621248,-74.033891
Condo for sale,1999999,3,3,1800,40.57701,-73.958346
House for sale,899888,4,2,2185,40.621595,-74.140443
Co-op for sale,379000,2,1,900,40.719466,-73.818306
Multi-family home for sale,879000,4,2,1824,40.545299,-74.149251
Co-op for sale,1030000,2,2,1077,40.784937,-73.94809
Condo for sale,1750000,1,1,937,40.733033,-73.989183
Co-op for sale,389000,1,1,900,40.742772,-73.879671
Condo for sale,3000000,3,3,2100,40.759013,-73.961262
Multi-family home for sale,850000,3,2,2194,40.846739,-73.818955
Townhouse for sale,3595000,5,4,4675,40.828721,-73.947403
House for sale,1880000,3,5,1920,40.749271,-73.811967
Co-op for sale,269000,1,1,625,40.632218,-74.03219
House for sale,589000,3,2,1120,40.66976,-73.869231
Co-op for sale,239000,1,1,700,40.607378,-73.960183
Condo for sale,1000000,1,1,773,40.75746,-73.979359
House for sale,798000,3,2,760,40.739256,-73.852305
Condo for sale,555000,1,1,649,40.720651,-73.808539
Townhouse for sale,2495000,8,8,5374,40.898018,-73.8977
Co-op for sale,749900,3,1,830,40.798921,-73.961553
House for sale,1399900,4,4,3149,40.590054,-74.090662
Condo for sale,948888,2,2,950,40.616322,-74.037494
House for sale,475000,3,2,1280,40.903489,-73.843596
Condo for sale,2595000,3,3,1449,40.783355,-73.949998
Multi-family home for sale,1199000,3,1,2726,40.583743,-74.090937
Condo for sale,750000,1,1,654,40.708157,-73.944452
Condo for sale,713000,2,2,1040,40.585513,-73.988398
Condo for sale,5925000,3,4,2539,40.7022,-73.990838
Condo for sale,5925000,3,4,2539,40.7022,-73.990838
House for sale,2095000,4,4,3223,40.720036,-73.800703
Townhouse for sale,2999000,9,8,5560,40.805233,-73.940735
Co-op for sale,199000,3,1,650,40.644984,-73.973836
Multi-family home for sale,1250000,7,3,1800,40.58761,-73.969894
Co-op for sale,2425000,2,2,1300,40.731874,-73.992138
Co-op for sale,2500000,5,6,3860,40.752482,-73.965463
Co-op for sale,3499000,6,8,6000,40.76987,-73.96114
Co-op for sale,649000,1,2,1000,40.755627,-73.961469
Multi-family home for sale,765000,4,2,1152,40.88473,-73.856359
Condo for sale,599000,2,2,705,40.74945,-73.877868
Multi-family home for sale,949000,8,3,3500,40.644528,-74.091396
Condo for sale,729000,2,2,950,40.76501,-73.816776
Co-op for sale,397000,2,1,1000,40.738175,-73.878525
Townhouse for sale,950000,2,1,1800,40.659453,-73.997591
Condo for sale,3995000,4,3,2578,40.765571,-73.979561
Co-op for sale,599000,1,1,780,40.623075,-74.040347
Condo for sale,1999999,4,3,2729,40.706913,-74.008578
Townhouse for sale,6995000,4,5,4187,40.689419,-73.99771
Condo for sale,699000,2,2,1030,40.762756,-73.81687
Co-op for sale,265000,3,1,650,40.575733,-73.967934
House for sale,1699000,5,3,2488,40.578621,-73.951573
Condo for sale,1086300,2,1,780,40.784779,-73.977853
Multi-family home for sale,859000,6,4,2820,40.850067,-73.885658
Condo for sale,2800000,2,2,1412,40.765249,-73.982486
Multi-family home for sale,990000,8,4,3120,40.818241,-73.886307
House for sale,314000,2,1,847,40.639683,-74.165275
Co-op for sale,169900,2,1,900,40.836352,-73.865036
Co-op for sale,385000,2,1,920,40.732538,-73.860152
Co-op for sale,250000,1,1,750,40.598676,-73.932547
House for sale,1099000,7,3,2322,40.643849,-73.901651
House for sale,1900000,4,2,1400,40.723017,-73.823169
Condo for sale,2500000,2,2,1250,40.757853,-73.99233
House for sale,1288000,3,3,1696,40.788704,-73.84908
Condo for sale,875000,2,1,922,40.696598,-73.907174
Condo for sale,485000,1,1,575,40.724533,-73.869688
Co-op for sale,230000,2,1,800,40.911772,-73.902439
Condo for sale,465000,2,2,708,40.751122,-73.861449
Co-op for sale,278000,1,1,750,40.730635,-73.827682
Co-op for sale,4500000,2,2,1800,40.772771,-73.978765
Multi-family home for sale,779000,3,2,1540,40.594935,-73.934777
House for sale,640000,3,2,1224,40.872907,-73.859664
Co-op for sale,449000,2,2,1200,40.781263,-73.774567
Condo for sale,1899000,3,2,1900,40.576396,-73.957565
House for sale,599900,3,2,1204,40.546607,-74.140684
House for sale,739000,2,2,1473,40.62418,-73.937567
Condo for sale,548000,1,1,950,40.762671,-73.819139
Condo for sale,950000,1,1,560,40.756432,-73.966091
Condo for sale,1695000,1,2,1072,40.702035,-73.989907
Co-op for sale,449000,2,1,764,40.752686,-73.716667
Multi-family home for sale,938000,5,3,1890,40.606567,-73.941344
House for sale,690000,2,2,1500,40.634225,-73.926832
Co-op for sale,300000,2,1,800,40.586022,-73.966836
Condo for sale,5000000,2,2,1780,40.759209,-73.976088
House for sale,2500000,8,4,6425,40.696092,-73.934951
Condo for sale,425000,1,1,603,40.636006,-73.971649
House for sale,1149000,3,2,1660,40.609322,-73.944868
Co-op for sale,268000,1,1,660,40.773967,-73.827786
Condo for sale,660000,2,2,970,40.737693,-73.880355
House for sale,465000,2,2,1048,40.563637,-74.100965
Condo for sale,1175000,2,2,1072,40.708104,-74.007473
House for sale,1078000,3,2,1260,40.742158,-73.819112
Co-op for sale,349000,1,1,652,40.625996,-74.032307
Multi-family home for sale,1590000,7,4,1739,40.585977,-73.986963
Condo for sale,425000,1,1,603,40.636006,-73.971649
House for sale,750000,3,2,1868,40.635928,-73.940976
House for sale,1150000,3,2,1280,40.619377,-73.97177
House for sale,699900,3,2,1420,40.598699,-74.13183
Co-op for sale,519000,2,2,1079,40.72032,-73.84052
House for sale,635000,4,2,1684,40.530787,-74.221796
Co-op for sale,199000,1,1,600,40.708555,-73.827995
Co-op for sale,550000,2,2,1012,40.798629,-73.93511
Condo for sale,1250000,2,2,1057,40.665551,-73.992217
Townhouse for sale,8750000,3,4,4275,40.782985,-73.953559
Condo for sale,1465000,2,1,1107,40.721396,-73.943092
Multi-family home for sale,1100000,4,3,3664,40.838913,-73.882634
Multi-family home for sale,799000,4,2,1716,40.577846,-73.967093
House for sale,699000,3,3,1280,40.587773,-73.925304
House for sale,900000,3,2,1248,40.598171,-74.07327
Multi-family home for sale,1100000,4,3,3664,40.838913,-73.882634
Multi-family home for sale,1235000,8,5,2538,40.656597,-73.745832
Condo for sale,269000,3,1,485,40.590145,-73.949989
Townhouse for sale,548000,2,2,1354,40.564608,-74.184535
Co-op for sale,1150000,2,1,900,40.673755,-73.980363
Condo for sale,799000,5,2,1500,40.640943,-73.995353
Condo for sale,2110000,2,2,1326,40.736789,-73.979927
Townhouse for sale,4200000,5,4,4480,40.788437,-73.973189
Co-op for sale,385000,1,1,779,40.583458,-73.952267
Condo for sale,539000,2,1,708,40.633546,-74.026645
House for sale,1525000,3,2,1650,40.624219,-74.008885
Multi-family home for sale,2100000,6,2,2720,40.636687,-73.998406
House for sale,625000,3,2,1944,40.821654,-73.84657
House for sale,728888,4,3,1379,40.676714,-73.74928
Multi-family home for sale,675000,3,2,1750,40.826659,-73.824848
House for sale,550000,3,2,1221,40.653784,-73.828606
House for sale,1099999,3,1,1100,40.770997,-73.895025
Multi-family home for sale,906300,8,4,3116,40.668499,-73.881026
Co-op for sale,5900000,3,4,3000,40.747209,-74.001338
Condo for sale,2700000,3,3,1689,40.771525,-73.989594
Condo for sale,898000,1,2,1340,40.69284,-73.913191
Co-op for sale,2100000,3,3,1968,40.798921,-73.972397
House for sale,499000,5,2,1236,40.879318,-73.861352
Condo for sale,2300000,2,2,1163,40.766684,-73.952772
Condo for sale,594900,2,1,729,40.661223,-73.952537
Townhouse for sale,1399000,4,2,1700,40.674528,-73.924306
Condo for sale,639000,2,2,800,40.76039,-73.819491
Multi-family home for sale,1995000,9,3,3600,40.695073,-73.911377
Multi-family home for sale,1250000,5,2,2376,40.638341,-73.954761
Condo for sale,349000,3,1,500,40.778411,-73.781048
Multi-family home for sale,3195000,4,4,3612,40.678468,-74.001126
House for sale,774900,3,2,1335,40.60588,-74.068179
Multi-family home for sale,988000,3,2,3061,40.583823,-74.15682
Multi-family home for sale,1139000,3,3,2520,40.599434,-73.945867
House for sale,680000,3,2,1296,40.638116,-73.921848
Condo for sale,560000,2,2,1008,40.638148,-74.075633
Multi-family home for sale,1600000,9,3,3000,40.806224,-73.939231
Condo for sale,699900,3,1,558,40.750279,-73.979524
Condo for sale,1650000,3,2,1493,40.761252,-73.982611
Condo for sale,1249000,2,2,2158,40.648091,-73.98013
Condo for sale,699900,3,1,558,40.750279,-73.979524
Multi-family home for sale,1139000,3,3,2520,40.599434,-73.945867
Co-op for sale,600000,3,2,1000,40.805288,-73.947817
Condo for sale,2255000,2,2,1450,40.764655,-73.994257
Co-op for sale,259900,2,1,850,40.878977,-73.916004
Co-op for sale,399000,1,1,750,40.614285,-74.031573
House for sale,599000,3,2,1196,40.617589,-74.077584
Multi-family home for sale,2480000,7,6,2740,40.741188,-73.809489
Multi-family home for sale,5995000,8,6,6500,40.691847,-73.973266
Condo for sale,4750000,3,2,2060,40.764948,-73.969466
Multi-family home for sale,778000,4,3,1300,40.535827,-74.22265
Multi-family home for sale,1125000,6,3,3354,40.829632,-73.915924
Condo for sale,550000,1,1,721,40.753901,-73.826151
Townhouse for sale,1775000,4,4,2078,40.647325,-73.94847
Condo for sale,888000,2,2,1146,40.62759,-74.00162
House for sale,849000,3,2,2256,40.551836,-74.148333
Co-op for sale,185000,3,1,500,40.895291,-73.908931
Multi-family home for sale,1250000,5,4,2700,40.504194,-74.252823
Co-op for sale,349000,2,1,800,40.666273,-73.845713
Co-op for sale,575000,1,1,850,40.763077,-73.9685
Co-op for sale,239000,1,1,750,40.883683,-73.914442
Multi-family home for sale,979000,5,2,2392,40.820106,-73.887733
Condo for sale,599999,2,1,932,40.682268,-73.917831
Condo for sale,699000,3,2,1290,40.740218,-73.88445
House for sale,649000,3,2,1188,40.610384,-73.910535
Condo for sale,590000,3,1,579,40.79421,-73.963673
Multi-family home for sale,2288000,6,4,3280,40.616415,-73.993804
House for sale,1175000,3,2,1240,40.603471,-74.012436
Condo for sale,838000,3,2,706,40.711893,-73.994095
Condo for sale,1345000,1,2,752,40.764449,-73.966242
Co-op for sale,339000,1,1,910,40.724424,-73.851108
Co-op for sale,289000,1,1,750,40.712978,-73.834597
Multi-family home for sale,1350000,3,5,3210,40.743204,-73.910582
House for sale,850000,2,2,1122,40.617256,-73.998923
Townhouse for sale,1450000,6,4,2800,40.636767,-73.949725
Condo for sale,995000,3,2,1175,40.817538,-73.94614
House for sale,880000,2,2,1120,40.610488,-73.955347
Condo for sale,330000,3,2,1067,40.82038,-73.910937
Multi-family home for sale,789000,3,4,1900,40.536474,-74.238945
Co-op for sale,288000,1,1,800,40.602893,-74.009385
Co-op for sale,2399000,2,2,2391,40.748937,-73.994802
House for sale,589000,3,2,1320,40.590516,-73.923376
Co-op for sale,380000,2,1,850,40.604178,-73.960309
Multi-family home for sale,1800000,11,5,3969,40.84705,-73.918857
Townhouse for sale,939000,3,2,1728,40.7224,-73.881888
Condo for sale,665000,2,1,1120,40.751915,-73.886129
Condo for sale,899000,1,2,1151,40.676429,-74.013234
Townhouse for sale,3200000,5,6,5400,40.815397,-73.941252
Townhouse for sale,399985,2,1,1148,40.657021,-73.90722
Condo for sale,1385000,1,2,875,40.767078,-73.98312
Condo for sale,1385000,1,2,875,40.767078,-73.98312
Condo for sale,625000,3,1,458,40.728203,-73.950475
Co-op for sale,419000,2,1,1000,40.579418,-73.970908
Co-op for sale,448000,1,1,750,40.649264,-73.98034
House for sale,549990,3,2,1782,40.841159,-73.826515
Condo for sale,299000,1,1,671,40.822519,-73.911779
Co-op for sale,420000,3,2,1200,40.736728,-73.858677
Multi-family home for sale,1550000,7,3,2024,40.638414,-74.03054
Condo for sale,975000,2,1,1164,40.706184,-74.01561
Co-op for sale,450500,2,1,1200,40.79415,-73.79959
Townhouse for sale,6995000,6,5,3552,40.728317,-74.001712
House for sale,1388800,6,4,2146,40.606668,-74.093461
Multi-family home for sale,1400000,6,2,1600,40.856123,-73.887354
Multi-family home for sale,1170000,5,4,3120,40.609016,-73.911813
Condo for sale,469000,2,1,780,40.751236,-73.861038
Condo for sale,285000,1,1,613,40.61096,-74.060351
Condo for sale,489000,2,2,1100,40.628058,-73.91711
Multi-family home for sale,1098000,3,3,1155,40.766893,-73.787636
Multi-family home for sale,999999,8,2,3023,40.635085,-73.940827
Co-op for sale,180000,3,1,500,40.75257,-73.87724
Condo for sale,9995000,4,4,2918,40.781072,-73.959946
Co-op for sale,5400000,4,2,3800,40.721353,-74.003259
Co-op for sale,3395000,2,2,1525,40.726878,-74.003857
Condo for sale,1050000,4,2,2800,40.640897,-73.995445
House for sale,799000,3,2,1000,40.59072,-73.956552
Condo for sale,698000,1,1,721,40.714843,-73.993439
Condo for sale,558000,2,1,747,40.7678,-73.890021
Condo for sale,1900000,2,2,1035,40.764264,-73.962639
Condo for sale,2150000,3,3,1315,40.779116,-73.94829
House for sale,769000,2,2,992,40.781062,-73.814486
Multi-family home for sale,1249999,6,3,3491,40.89617,-73.897885
Co-op for sale,329000,1,1,850,40.579232,-73.971325
Co-op for sale,275000,1,1,650,40.807254,-73.949107
Co-op for sale,438000,1,1,900,40.760794,-73.825877
Condo for sale,568000,1,1,680,40.733048,-73.861218
Co-op for sale,2150000,3,2,2300,40.784043,-73.983324
House for sale,989000,4,3,1305,40.743303,-73.70395
Co-op for sale,499000,3,2,1266,40.737923,-73.847072
Condo for sale,1199999,2,2,1197,40.708199,-73.943812
House for sale,580880,4,2,1504,40.649219,-73.933307
Co-op for sale,460000,1,1,950,40.632337,-74.030104
Co-op for sale,5999000,4,3,3900,40.75881,-73.964528
Condo for sale,845000,1,1,692,40.771604,-73.949419
House for sale,729000,3,2,1854,40.574962,-73.99828
Co-op for sale,565000,4,1,1024,40.807789,-73.938228
House for sale,875000,2,1,1050,40.594917,-73.977985
Co-op for sale,248000,1,1,800,40.774198,-73.825668
Condo for sale,4995000,3,4,3750,40.744552,-73.996334
Townhouse for sale,6500000,5,4,4000,40.768571,-73.959526
Condo for sale,3200000,3,3,1820,40.677937,-73.981685
Multi-family home for sale,1499000,3,2,3090,40.641632,-74.004983
Condo for sale,1599000,2,2,1400,40.760178,-73.984363
House for sale,549000,2,2,1148,40.665899,-73.91241
Condo for sale,249999,1,1,596,40.629934,-74.099924
House for sale,699900,3,4,2160,40.528676,-74.218827
Multi-family home for sale,1149000,2,2,1472,40.607829,-73.975554
Co-op for sale,219000,1,1,780,40.69818,-73.83976
Co-op for sale,449000,1,2,1130,40.757822,-73.715978
Condo for sale,879000,2,2,1278,40.796296,-73.93341
Co-op for sale,650000,1,1,800,40.773571,-73.948159
Condo for sale,750000,2,2,732,40.699611,-73.930251
Condo for sale,780000,2,2,847,40.720935,-73.808761
Co-op for sale,224995,3,1,550,40.726667,-73.848293
Co-op for sale,239000,1,1,670,40.601046,-73.964361
Co-op for sale,529000,2,2,1200,40.581106,-73.966749
Condo for sale,995000,4,2,1782,40.622605,-74.017696
House for sale,1030000,4,2,1624,40.732002,-73.803756
Condo for sale,875000,3,1,294,40.769482,-73.967633
Condo for sale,1995000,1,1,826,40.732461,-73.993632
Condo for sale,820000,1,2,788,40.654168,-73.981259
Condo for sale,1475000,2,3,1397,40.768188,-73.984509
Condo for sale,1225000,2,2,1050,40.762928,-73.981382
Co-op for sale,1995000,5,3,2400,40.777998,-73.944534
Condo for sale,2999999,2,2,1770,40.777003,-73.961188
Co-op for sale,292950,1,1,675,40.751356,-73.881463
Condo for sale,1540000,3,3,1357,40.665551,-73.992217
Co-op for sale,679000,1,1,700,40.785881,-73.979026
Condo for sale,1475000,2,3,1397,40.768188,-73.984509
Condo for sale,1225000,2,2,1050,40.762928,-73.981382
Co-op for sale,1995000,5,3,2400,40.777998,-73.944534
Condo for sale,2999999,2,2,1770,40.777003,-73.961188
House for sale,998000,3,2,1232,40.602268,-73.961182
Multi-family home for sale,920000,5,3,2640,40.848669,-73.835169
House for sale,798000,4,4,1410,40.607299,-74.159021
Co-op for sale,525000,1,1,715,40.74958,-73.979036
Co-op for sale,599000,1,1,600,40.766285,-73.984334
Townhouse for sale,6900000,4,4,4000,40.73439,-73.981607
Multi-family home for sale,1650000,3,3,1472,40.620679,-73.985522
Co-op for sale,1100000,2,1,980,40.78921,-73.978021
Townhouse for sale,1450000,4,3,2128,40.682014,-73.923783
Multi-family home for sale,2925000,3,4,5170,40.629855,-74.019766
Condo for sale,695000,2,2,889,40.803781,-73.946246
Condo for sale,650000,1,1,776,40.710028,-74.016853
Co-op for sale,1695000,3,3,1818,40.780343,-73.947266
Multi-family home for sale,1200000,7,4,3240,40.853352,-73.831719
Condo for sale,4495000,3,3,2012,40.759082,-73.965877
Co-op for sale,368000,2,1,950,40.771539,-73.830282
Co-op for sale,700000,4,1,1500,40.808177,-73.955936
Multi-family home for sale,1149000,11,6,4350,40.749417,-73.863741
House for sale,1888000,3,3,4100,40.613777,-73.906887
Multi-family home for sale,1288000,4,3,2240,40.773715,-73.900009
Co-op for sale,324888,1,1,713,40.733797,-73.862084
Co-op for sale,165000,3,1,400,40.703417,-73.83313
Co-op for sale,130000,3,1,422,40.71025,-73.79985
Condo for sale,1049000,3,1,897,40.717213,-73.962256
Condo for sale,9995000,3,4,2950,40.724558,-74.004173
House for sale,750000,4,3,1806,40.638305,-73.94175
House for sale,1080000,4,3,1824,40.602062,-74.093461
House for sale,2888888,5,4,5000,40.590624,-73.958135
Co-op for sale,860000,3,2,1118,40.822922,-73.942643
Multi-family home for sale,1180000,4,5,3100,40.744266,-73.862867
Co-op for sale,235000,1,1,675,40.613694,-73.920504
Condo for sale,680000,2,1,640,40.647866,-74.00061
House for sale,849999,4,2,1842,40.627447,-73.961091
House for sale,1300000,5,3,1750,40.749629,-73.793864
Condo for sale,2175000,2,2,1666,40.771979,-73.988957
Condo for sale,2795000,3,3,1689,40.771525,-73.989594
Condo for sale,679000,2,2,879,40.634118,-74.020228
Co-op for sale,169999,1,1,750,40.714763,-73.776178
Co-op for sale,304900,1,1,850,40.725411,-73.845336
Condo for sale,600000,1,1,600,40.788198,-73.947385
House for sale,999000,7,4,2000,40.58955,-73.982475
Co-op for sale,279000,2,1,1000,40.586462,-73.941066
Co-op for sale,1250000,1,1,1300,40.762236,-73.970608
House for sale,1299800,4,4,2600,40.577482,-74.126223
Co-op for sale,268000,2,1,950,40.775709,-73.827108
Co-op for sale,140000,3,1,507,40.899214,-73.86241
Multi-family home for sale,2100000,3,1,6862,40.640711,-74.079685
Co-op for sale,293000,1,1,649,40.75208,-73.88188
Condo for sale,649000,1,1,665,40.811152,-73.945121
Co-op for sale,298888,1,1,700,40.79429,-73.80139
Co-op for sale,1650000,3,3,1800,40.78707,-73.972936
Condo for sale,538000,2,1,1105,40.585752,-73.983531
Co-op for sale,990000,1,1,850,40.761599,-73.975794
Condo for sale,4145000,2,2,1593,40.715351,-74.012844
Co-op for sale,1650000,3,3,1800,40.78707,-73.972936
